index_x,conversation_num,gini_coefficient_num_words,gini_coefficient_num_chars,average_num_words,stdev_num_words,min_num_words,max_num_words,average_num_chars,stdev_num_chars,min_num_chars,max_num_chars,average_num_messages,stdev_num_messages,min_num_messages,max_num_messages,average_positive_sentiment,stdev_positive_sentiment,min_positive_sentiment,max_positive_sentiment,average_negative_sentiment,stdev_negative_sentiment,min_negative_sentiment,max_negative_sentiment,average_neutral_sentiment,stdev_neutral_sentiment,min_neutral_sentiment,max_neutral_sentiment,index_y,batch_num,vis_img,int_verb,ort_img,rep_man,soc_pers,team_size,difficulty,score,duration,efficiency,timestamp
509,pvtG7HPqocwpxvifc,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,509,1,High,High,High,High,High,3,Easy [Corresponds to 'Hard' in PNAS],532.0,66.0,8.06060606060606,NULL_TIME
510,yuXY8pFzXFJzoeH52,0.21341463414634146,0.23387096774193547,41.0,16.30950643030009,17,57,186.0,78.52069790825855,71,280,8.75,3.5619517121937516,5,14,3.19625,1.133689634556125,1.912,4.341,0.14825,0.18126275817166637,0.0,0.444,5.4055,3.126776974777702,1.659,9.248,510,1,High,High,High,Low,Mixed,4,Easy [Corresponds to 'Hard' in PNAS],636.0,202.0,3.1485148514851486,2021-03-19T18:13:24.992Z
531,bynTx6QZTzERZYtet,0.375,0.39655172413793105,4.0,3.0,1,7,14.5,11.5,3,26,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,531,1,High,Mixed,High,High,Low,4,Easy [Corresponds to 'Hard' in PNAS],618.0,77.0,8.025974025974026,2021-03-19T18:15:53.615Z
532,Zz5jMDM5PtFM8W5iC,0.4090909090909091,0.43333333333333335,5.5,4.5,1,10,22.5,19.5,3,42,1.0,0.0,1,1,0.2255,0.2255,0.0,0.451,0.0,0.0,0.0,0.0,0.7745,0.22549999999999998,0.549,1.0,532,1,High,Low,Mixed,Low,Low,2,Easy [Corresponds to 'Hard' in PNAS],448.0,105.0,4.266666666666667,2021-03-19T18:28:32.795Z
533,u96HFiAh7RnJxPgiR,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,533,1,Mixed,Low,Low,Mixed,High,3,Easy [Corresponds to 'Hard' in PNAS],474.0,53.0,8.943396226415095,NULL_TIME
534,P36ZM58eWWKqS8pNe,0.3333333333333333,0.36363636363636365,3.0,2.0,1,5,11.0,8.0,3,19,1.5,0.5,1,2,0.372,0.372,0.0,0.744,0.3835,0.3835,0.0,0.767,0.7444999999999999,0.2555,0.489,1.0,534,1,Mixed,Low,Mixed,High,High,2,Easy [Corresponds to 'Hard' in PNAS],581.0,168.0,3.458333333333333,NULL_TIME
535,CtQsxm8Ki5xK5qvr9,0.4065843621399177,0.4045584045584046,15.0,11.61416759345623,2,38,73.66666666666667,58.05935660071414,8,197,3.3333333333333335,1.699673171197595,1,6,1.2782222222222221,0.8850457336303497,0.0,2.615,0.3357777777777778,0.6158940705777574,0.0,2.0,1.7193333333333334,1.5898548501182252,0.0,5.168,535,1,Mixed,High,Low,Mixed,High,9,Easy [Corresponds to 'Hard' in PNAS],588.0,305.0,1.9278688524590164,2021-03-19T18:11:23.881Z
554,Biqb8KZ7HSf7sJd7G,0.2222222222222222,0.25,2.0,0.816496580927726,1,3,8.0,3.7416573867739413,3,12,1.3333333333333333,0.4714045207910317,1,2,0.516,0.36568839194046066,0.0,0.804,0.0,0.0,0.0,0.0,0.8173333333333335,0.4516084833373065,0.196,1.256,554,1,Mixed,High,Mixed,Mixed,High,4,Easy [Corresponds to 'Hard' in PNAS],505.0,79.0,6.39240506329114,2021-03-19T18:25:38.965Z
557,Pti4oRgjb4Gwx9ny4,0.3781094527363184,0.39918946301925023,22.333333333333332,17.46106780494506,9,47,109.66666666666667,87.75850702670115,36,233,5.666666666666667,1.699673171197595,4,8,1.5676666666666668,0.9238709626108809,0.434,2.697,0.5253333333333333,0.39514244970080803,0.0,0.9530000000000001,3.5736666666666665,1.3695988058146402,2.303,5.475,557,1,Mixed,High,High,High,Mixed,3,Easy [Corresponds to 'Hard' in PNAS],588.0,205.0,2.868292682926829,2021-03-19T18:51:10.888Z
561,6cSAzAQXhnFFsbe3c,0.3131703131703132,0.32366733658723323,28.77777777777778,17.376726310900757,2,69,129.0,79.14543574963751,6,308,6.444444444444445,3.624334762288909,2,13,2.3537777777777773,1.215373447662878,0.794,4.296,0.16955555555555557,0.22639204496777565,0.0,0.602,3.81,2.705782039345454,0.0,8.242,561,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,2021-03-19T18:08:52.389Z
597,zXofkTp388eu67YxF,0.5661764705882353,0.5483796296296296,29.75,33.281939546847326,1,106,135.0,141.4946995473682,3,444,7.75,7.677076266392044,1,26,2.370125,1.5509036428401992,0.0,4.622,0.680875,0.5651339304757766,0.0,1.474,4.699000000000001,6.339389461927702,0.0,20.923000000000002,597,1,Mixed,High,High,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],602.0,491.0,1.2260692464358451,2021-03-19T18:12:57.599Z
645,XS9fXnBa4Am766ssL,0.2483974358974359,0.23992673992673993,34.666666666666664,16.069294390925265,5,54,166.83333333333334,75.46172687013082,25,270,7.5,3.1490739379485304,3,11,3.2985,1.4106074046310688,1.604,5.398,0.09533333333333334,0.1036704179385593,0.0,0.272,4.106166666666667,2.0387192398387985,0.512,6.183,645,1,High,High,High,Mixed,High,6,Easy [Corresponds to 'Hard' in PNAS],520.0,135.0,3.851851851851852,2021-03-19T18:26:18.325Z
668,cwevFmGTFWo73cEee,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,668,1,High,High,High,Low,High,1,Easy [Corresponds to 'Hard' in PNAS],542.0,82.0,6.609756097560975,NULL_TIME
669,kMbPxZA66CAik5L2y,0.003355704697986577,0.015060240963855422,74.5,0.5,74,75,332.0,10.0,322,342,17.0,2.0,15,19,3.7035,1.3185,2.3850000000000002,5.022,0.162,0.162,0.0,0.324,13.1345,0.8434999999999996,12.291,13.978,669,1,Mixed,Mixed,Mixed,Mixed,Low,2,Easy [Corresponds to 'Hard' in PNAS],528.0,518.0,1.0193050193050193,2021-03-19T18:09:07.061Z
683,p9DaHn59yYinR244G,0.5555555555555556,0.6090534979423868,6.0,7.0710678118654755,1,16,27.0,34.650637319776195,2,76,1.0,0.0,1,1,0.389,0.43738846197249726,0.0,1.0,0.0,0.0,0.0,0.0,0.611,0.43738846197249726,0.0,1.0,683,1,Mixed,Mixed,Low,Mixed,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],649.0,168.0,3.863095238095238,NULL_TIME
684,KRBxELippfQyYaYN8,0.23933649289099526,0.24091778202676864,105.5,50.5,55,156,523.0,252.0,271,775,13.0,2.0,11,15,3.9225000000000003,1.3445000000000003,2.578,5.267,0.968,0.449,0.519,1.417,8.11,2.896,5.214,11.006,684,1,Mixed,Low,Mixed,Low,High,2,Easy [Corresponds to 'Hard' in PNAS],570.0,482.0,1.1825726141078838,2021-03-19T18:15:52.737Z
697,GSCcdts6pAobAw7Tz,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,697,1,Mixed,Mixed,Mixed,Mixed,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],476.0,76.0,6.2631578947368425,NULL_TIME
698,CqptbfExawp9HRNZv,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,698,1,High,Low,Low,High,High,1,Easy [Corresponds to 'Hard' in PNAS],622.0,221.0,2.81447963800905,NULL_TIME
699,LTjZ32Rzst7kA4nWG,0.07142857142857142,0.0,3.5,0.5,3,4,17.0,0.0,17,17,1.5,0.5,1,2,1.2255,0.36650000000000005,0.859,1.592,0.0,0.0,0.0,0.0,0.27449999999999997,0.13349999999999998,0.141,0.408,699,1,Low,Low,Low,Low,High,5,Easy [Corresponds to 'Hard' in PNAS],672.0,97.0,6.927835051546392,2021-03-19T18:07:19.111Z
701,qnpgoBXH6DCS9FsNr,0.2416,0.2730578512396694,50.0,23.83275057562597,7,69,242.0,123.92417036236313,36,370,7.0,3.286335345030997,1,10,2.1296,1.4305650072611171,0.302,4.706,0.35520000000000007,0.3639018549004663,0.0,0.993,4.5154000000000005,2.3996404397325866,0.698,7.68,701,1,Low,Low,Low,Mixed,High,5,Easy [Corresponds to 'Hard' in PNAS],584.0,338.0,1.727810650887574,2021-03-19T18:12:56.882Z
720,F5cZAceaT8qzY5Qq9,0.4090909090909091,0.4482758620689655,5.5,4.5,1,10,29.0,26.0,3,55,1.0,0.0,1,1,0.088,0.088,0.0,0.176,0.089,0.089,0.0,0.178,0.823,0.177,0.646,1.0,720,1,Low,Low,Low,Mixed,Low,5,Easy [Corresponds to 'Hard' in PNAS],565.0,154.0,3.668831168831169,2021-03-19T18:16:27.405Z
721,ZqrTReWHf2f9BvmNg,0.16666666666666666,0.19230769230769232,1.5,0.5,1,2,6.5,2.5,4,9,1.0,0.0,1,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721,1,Low,Low,Low,Mixed,High,4,Easy [Corresponds to 'Hard' in PNAS],628.0,224.0,2.8035714285714284,2021-03-19T18:29:06.792Z
722,vZ7JoqmTRwWdhoCGz,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,722,1,Low,Low,Low,Low,Low,1,Easy [Corresponds to 'Hard' in PNAS],628.0,114.0,5.508771929824562,NULL_TIME
723,fpe9mtaMKbq5v79KJ,0.16666666666666666,0.2692307692307692,1.5,0.5,1,2,6.5,3.5,3,10,1.0,0.0,1,1,0.372,0.372,0.0,0.744,0.0,0.0,0.0,0.0,0.628,0.372,0.256,1.0,723,1,Mixed,Mixed,Low,Low,High,2,Easy [Corresponds to 'Hard' in PNAS],477.0,134.0,3.5597014925373136,2021-03-19T18:10:48.187Z
724,rLicrCiHMCtdK3vNR,0.15217391304347827,0.2168141592920354,11.5,3.5,8,15,56.5,24.5,32,81,3.0,0.0,3,3,1.6295,0.5125,1.117,2.142,0.542,0.08299999999999999,0.459,0.625,0.8280000000000001,0.43,0.398,1.258,724,1,Mixed,High,Mixed,Mixed,High,2,Easy [Corresponds to 'Hard' in PNAS],639.0,417.0,1.5323741007194245,2021-03-19T18:15:37.100Z
727,25PJSrbtr8mkHTvcw,0.5757575757575758,0.6037735849056604,7.333333333333333,8.956685895029603,1,20,35.333333333333336,45.02098276236192,3,99,1.6666666666666667,0.9428090415820634,1,3,0.48633333333333334,0.408705544643356,0.0,1.0,0.0,0.0,0.0,0.0,1.1803333333333332,1.045166759687446,0.0,2.541,727,1,Mixed,High,Low,High,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],604.0,559.0,1.0805008944543828,2021-03-19T18:20:28.277Z
731,asmpX3RzSmdrLfYJH,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,731,1,Mixed,High,Low,High,High,2,Easy [Corresponds to 'Hard' in PNAS],611.0,226.0,2.7035398230088497,NULL_TIME
732,aeP2SCksPLw2BhR39,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,732,1,High,High,Low,High,Low,1,Easy [Corresponds to 'Hard' in PNAS],528.0,273.0,1.934065934065934,NULL_TIME
733,gFBsmswF5AikXKpH6,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,733,1,Low,Low,Low,Low,High,1,Easy [Corresponds to 'Hard' in PNAS],620.0,120.0,5.166666666666667,NULL_TIME
734,xXEZh62pWEGduF2vc,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,734,1,Mixed,High,Mixed,Mixed,High,2,Easy [Corresponds to 'Hard' in PNAS],586.0,466.0,1.257510729613734,NULL_TIME
735,6HwoXL7xJaSXs4mYD,0.2441860465116279,0.234375,21.5,10.5,11,32,96.0,45.0,51,141,3.0,2.0,1,5,0.808,0.808,0.0,1.616,0.3185,0.1545,0.164,0.473,1.8735,1.0375,0.836,2.911,735,1,High,High,High,Mixed,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],620.0,425.0,1.4588235294117646,2021-03-25T19:17:50.251Z
740,cKFf7W49dipqyHMSH,0.375,0.42105263157894735,4.0,3.0,1,7,19.0,16.0,3,35,1.0,0.0,1,1,0.159,0.159,0.0,0.318,0.0,0.0,0.0,0.0,0.841,0.15899999999999997,0.682,1.0,740,1,High,High,High,Mixed,Low,5,Easy [Corresponds to 'Hard' in PNAS],467.0,216.0,2.162037037037037,NULL_TIME
741,JeLG7nENLJEmR8koT,0.24,0.2324159021406728,8.333333333333334,3.681787005729087,4,13,36.333333333333336,16.35712552851373,21,59,2.3333333333333335,0.4714045207910317,2,3,1.4743333333333333,0.45276950231019564,1.0,2.084,0.2826666666666667,0.39975103363079484,0.0,0.848,0.5763333333333333,0.3175954799566405,0.152,0.9159999999999999,741,1,High,High,Mixed,High,High,3,Easy [Corresponds to 'Hard' in PNAS],670.0,77.0,8.7012987012987,2021-03-25T19:08:02.044Z
744,HyBshF2YurXNsHXzq,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,744,1,High,High,Mixed,High,High,3,Easy [Corresponds to 'Hard' in PNAS],535.0,35.0,15.285714285714286,NULL_TIME
745,3X2NKm3tXzQaYRDXy,0.0,0.06666666666666667,1.0,0.0,1,1,3.3333333333333335,0.4714045207910317,3,4,1.0,0.0,1,1,0.3333333333333333,0.4714045207910317,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4714045207910317,0.0,1.0,745,1,High,High,Mixed,High,High,2,Easy [Corresponds to 'Hard' in PNAS],458.0,131.0,3.49618320610687,NULL_TIME
746,fCbTRhchYWvdgyw2w,0.4074074074074074,0.43669250645994834,9.0,6.531972647421808,1,19,43.0,33.729314648635636,3,96,2.3333333333333335,1.3743685418725535,1,5,0.8256666666666667,0.48391688909931174,0.33,1.803,0.0,0.0,0.0,0.0,1.5076666666666665,1.0749459934754346,0.0,3.197,746,1,High,High,High,Mixed,Low,6,Easy [Corresponds to 'Hard' in PNAS],460.0,141.0,3.2624113475177303,2021-03-25T19:16:28.304Z
755,LpsCFjwjjwFhMDijM,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,755,1,High,High,High,High,Low,1,Easy [Corresponds to 'Hard' in PNAS],566.0,204.0,2.7745098039215685,NULL_TIME
756,2sRHSauFPHf7FHREn,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,756,1,High,Mixed,Mixed,High,High,9,Easy [Corresponds to 'Hard' in PNAS],486.0,46.0,10.565217391304348,NULL_TIME
757,NANN4WTAeApt8fNvB,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,757,1,High,Low,Low,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],493.0,84.0,5.869047619047619,NULL_TIME
758,C95S6tz3tCxgZgGDd,0.5119047619047619,0.5113636363636364,5.25,5.673402858955108,1,15,22.0,23.843238035132728,4,63,2.0,1.224744871391589,1,4,1.1480000000000001,0.5193380402011777,0.592,2.0,0.0,0.0,0.0,0.0,0.852,1.25128414039338,0.0,3.0,758,1,High,Low,Low,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],469.0,109.0,4.302752293577981,2021-03-25T19:23:43.427Z
763,SB52rE4dAhGdTNNvM,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,763,1,High,Low,Low,Low,Low,1,Easy [Corresponds to 'Hard' in PNAS],461.0,61.0,7.557377049180328,NULL_TIME
764,whh3x6MaAhKrwRELN,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,764,1,High,Low,Low,Mixed,Low,3,Easy [Corresponds to 'Hard' in PNAS],453.0,104.0,4.355769230769231,NULL_TIME
765,qeqHCyqdFHtPA3rtG,0.40384615384615385,0.43398268398268397,13.0,9.643650760992955,2,28,57.75,45.41681957160805,5,125,3.0,1.4142135623730951,1,5,0.753,0.5524228452915393,0.0,1.488,0.20925,0.24547237624628968,0.0,0.6,2.03775,1.340817357994742,0.912,4.239,765,1,High,Low,High,High,Low,4,Easy [Corresponds to 'Hard' in PNAS],585.0,480.0,1.21875,2021-03-25T19:19:05.249Z
776,H79idQNj4ZwmXHHbu,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,776,1,High,Low,High,High,Low,1,Easy [Corresponds to 'Hard' in PNAS],652.0,108.0,6.037037037037037,NULL_TIME
777,aBMSphjkj8FDJt9pa,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,777,1,High,High,High,Low,Low,1,Easy [Corresponds to 'Hard' in PNAS],444.0,61.0,7.278688524590164,NULL_TIME
778,jC6dvxuTjEcjG9fSq,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,778,1,High,High,High,Low,Low,2,Easy [Corresponds to 'Hard' in PNAS],627.0,81.0,7.74074074074074,NULL_TIME
779,f6H2Y3qxqEktjSTjN,0.4465686274509804,0.4343220338983051,31.875,26.10286143318391,2,85,147.5,116.63832989202135,7,379,5.125,4.166458328124739,1,13,1.4415,0.9127439399963168,0.444,3.262,0.17962499999999998,0.24481826805816595,0.0,0.653,3.503875,3.2598563786423167,0.0,9.302,779,1,Low,High,Low,Mixed,High,9,Easy [Corresponds to 'Hard' in PNAS],590.0,273.0,2.161172161172161,2021-03-25T19:06:23.857Z
802,h8cmezK4NroR7qiqF,0.2097197015527324,0.21610761705101328,61.22222222222222,25.323584868996804,16,118,282.6666666666667,117.77473790626277,69,539,12.0,4.055175020198813,6,20,3.590888888888889,1.6736365890176892,0.895,5.849,0.5137777777777778,0.569213253882112,0.0,1.841,7.673333333333334,3.0921981394039633,1.816,11.645,802,1,Low,High,Low,High,High,9,Easy [Corresponds to 'Hard' in PNAS],649.0,418.0,1.5526315789473684,2021-03-25T19:14:23.006Z
860,JCHHPHqAPFm5uv7va,0.34629629629629627,0.33695258776691994,13.333333333333334,8.219218670625303,1,26,68.22222222222223,40.91122578292819,3,128,2.7777777777777777,0.9162456945817024,1,4,0.777,0.5641105092680571,0.0,1.808,0.11244444444444444,0.1542495172771925,0.0,0.474,1.8882222222222222,1.1235412050771314,0.0,3.526,860,1,Low,High,Low,Low,High,9,Easy [Corresponds to 'Hard' in PNAS],643.0,90.0,7.144444444444445,2021-03-25T19:16:58.067Z
871,qJGBy2xPMMmngLawz,0.3,0.38,2.5,1.5,1,4,12.5,9.5,3,22,1.5,0.5,1,2,0.0,0.0,0.0,0.0,0.269,0.269,0.0,0.538,1.2309999999999999,0.23099999999999998,1.0,1.462,871,1,High,High,High,Low,High,3,Easy [Corresponds to 'Hard' in PNAS],599.0,127.0,4.716535433070866,NULL_TIME
872,WrACMQNSJ63nKSv56,0.16666666666666666,0.21428571428571427,2.6666666666666665,0.9428090415820634,2,4,9.333333333333334,4.027681991198191,6,15,2.3333333333333335,0.4714045207910317,2,3,1.6666666666666667,0.9428090415820634,1.0,3.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4714045207910317,0.0,1.0,872,1,High,High,High,Mixed,High,3,Easy [Corresponds to 'Hard' in PNAS],653.0,96.0,6.802083333333333,2021-03-25T19:09:56.853Z
876,tvEnMSATAZZ5o3gFJ,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,876,1,Low,High,High,Mixed,High,3,Easy [Corresponds to 'Hard' in PNAS],462.0,71.0,6.507042253521127,NULL_TIME
877,mZFMk7hRgKsbDRowZ,0.5120481927710844,0.5500821018062397,13.833333333333334,14.993517117593042,0,46,67.66666666666667,81.18428966794554,0,244,2.6666666666666665,1.4907119849998598,1,5,0.634,0.6462582043321901,0.0,1.714,0.0515,0.11515750084123917,0.0,0.309,1.8145,1.3360082023201303,0.0,4.188,877,1,Low,Low,Low,Mixed,Mixed,10,Easy [Corresponds to 'Hard' in PNAS],493.0,232.0,2.125,2021-03-25T19:06:55.521Z
888,ua7sYhATQxtjNWiz2,0.4888888888888889,0.46545454545454545,7.2,7.547184905645283,1,22,33.0,34.3394816501356,7,101,2.0,1.5491933384829668,1,5,0.638,0.19210726170553785,0.423,1.0,0.0,0.0,0.0,0.0,1.3619999999999999,1.5947743414038236,0.0,4.417,888,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],604.0,71.0,8.507042253521126,2021-03-25T19:08:09.832Z
889,7rkKnGxo4J5rp9Qon,0.47619047619047616,0.4925249169435216,9.0,9.350324669687755,1,31,49.142857142857146,52.157532181510526,4,171,2.2857142857142856,0.6998542122237652,1,3,1.3554285714285714,0.3419489757855934,0.744,1.744,0.0,0.0,0.0,0.0,0.9302857142857144,0.5340932808536925,0.0,1.645,889,1,Low,Mixed,Mixed,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],548.0,190.0,2.8842105263157896,2021-03-25T19:14:45.056Z
899,ZLgiKoDZC7FeeafGW,0.24083769633507854,0.25669642857142855,21.22222222222222,9.01576123337813,7,33,99.55555555555556,45.2280913472322,37,170,4.555555555555555,2.3622546250521443,1,9,1.0514444444444444,0.7060421943814077,0.0,2.018,0.5355555555555556,0.6734272395096446,0.0,2.069,2.9685555555555556,1.687432376331377,1.0,5.7940000000000005,899,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],532.0,188.0,2.8297872340425534,2021-03-25T19:22:00.603Z
929,MiWfQBFyQnYbTSeRJ,0.47619047619047616,0.5046040515653776,11.666666666666666,10.530379332620877,1,26,60.333333333333336,58.11674075131498,3,140,1.3333333333333333,0.4714045207910317,1,2,0.22733333333333336,0.32149788317948363,0.0,0.682,0.07933333333333333,0.11219427594826553,0.0,0.238,1.027,0.03818376618407355,1.0,1.081,929,1,Low,Mixed,Low,Low,Low,5,Easy [Corresponds to 'Hard' in PNAS],643.0,104.0,6.182692307692308,2021-03-25T19:33:47.473Z
932,YWEQcmrzmn7tEFDT2,0.49099961700497896,0.4981292517006803,53.285714285714285,48.14773184307494,3,120,240.0,219.38941242848134,19,572,11.142857142857142,8.475655413823615,2,23,2.616285714285714,2.0348393909443505,0.0,6.737,1.4848571428571429,1.741837160551339,0.0,4.423,7.041857142857142,6.242709334634657,0.25,14.84,932,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,2021-03-25T19:10:44.545Z
969,P2fmuQimhJsCXWKNK,0.5144316730523627,0.5299231588984239,48.333333333333336,57.48623023530649,9,203,220.11111111111111,279.35896638333526,38,980,8.0,5.033222956847166,2,19,2.0816666666666666,2.2184290738167753,0.0,7.861,0.28111111111111114,0.5354722618491798,0.0,1.703,5.526111111111111,4.642113394288436,1.0,15.309000000000001,969,1,Low,Low,Low,Mixed,Low,10,Easy [Corresponds to 'Hard' in PNAS],577.0,564.0,1.0230496453900708,2021-03-25T19:19:25.980Z
1009,PtrbFqBxBwW2a8nwT,0.5833333333333334,0.6094961240310077,10.666666666666666,14.232201360139465,2,42,57.333333333333336,82.90690897359251,9,241,2.0,1.4142135623730951,1,5,0.5056666666666666,0.4567704261685756,0.0,1.311,0.449,0.26557673090841377,0.0,0.787,1.0453333333333334,1.135613294900846,0.0,3.376,1009,1,Low,Low,Mixed,Mixed,Low,10,Easy [Corresponds to 'Hard' in PNAS],519.0,104.0,4.990384615384615,2021-03-25T19:19:13.702Z
1011,vnHQn8s8MSzbmGMTq,0.4388888888888889,0.45384615384615384,10.0,7.895146188218008,1,22,43.333333333333336,35.6121078036982,3,98,2.5,1.5,1,5,1.0745,0.23948399389799163,0.851,1.5959999999999999,0.1125,0.15988928461073726,0.0,0.365,1.313,1.283909913766019,0.0,3.404,1011,1,Mixed,Mixed,Low,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],626.0,204.0,3.0686274509803924,2021-03-25T19:30:26.540Z
1022,HRBSypSbLBdApPbwL,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1022,1,Low,Low,High,Low,High,3,Easy [Corresponds to 'Hard' in PNAS],457.0,148.0,3.0878378378378377,NULL_TIME
1023,3ZiwLPmF9ycSwvWY6,0.4011627906976744,0.40012259910093995,51.6,41.6994004753066,6,161,244.7,193.52676817432777,23,739,10.6,7.618398781896363,1,28,3.2047,3.5067452445251854,0.0,10.542,0.45309999999999995,0.4527307036197125,0.0,1.396,6.9422,4.153544577827473,1.0,16.313,1023,1,Mixed,Low,Low,Mixed,Low,10,Easy [Corresponds to 'Hard' in PNAS],590.0,335.0,1.7611940298507462,2021-03-25T19:08:46.832Z
1089,BjXHZAg6EtqSuEhDX,0.3368563685636856,0.3413625304136253,36.9,21.824069281414957,4,73,164.4,98.22036448720806,20,318,7.7,3.4655446902326914,3,13,2.1544,0.8527586059372253,0.322,3.559,0.602,0.6235753362665973,0.0,2.07,4.9436,3.0419067441326995,0.256,9.278,1089,1,Low,Mixed,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],672.0,486.0,1.382716049382716,2021-03-25T19:12:48.717Z
1131,maoPvN6SjCESpugQS,0.0,0.0,4.0,0.0,4,4,27.0,0.0,27,27,3.0,0.0,3,3,1.56,0.0,1.56,1.56,1.44,0.0,1.44,1.44,0.0,0.0,0.0,0.0,1131,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],525.0,120.0,4.375,2021-03-25T19:15:24.771Z
